problem_id,source,target,prev_source,prev_target
mawps-21,how many woman in a group of 5000 women over the age of 35 would likely be married 2 or more times?,"container ( study , 5000 , women , over the age of 35 , None ) rate ( study , 2/25 , women , married 2 or more times , None , women , None , None ) container ( study , None , women , married 2 or more times , None )","Based on the study results,",
mawps-1,There are 139 erasers and 118 scissors in the drawer.,"container ( drawer , 139 , eraser , None , None ) container ( drawer , 118 , scissor , None , None )",,
mawps-1,Jason placed 131 erasers in the drawer.,"transfer ( drawer , None , 131 , eraser , Joan placed , None )",There are 139 erasers and 118 scissors in the drawer.,"container ( drawer , 139 , eraser , None , None ) container ( drawer , 118 , scissor , None , None )"
mawps-1,How many erasers are now there in total?,"container ( drawer , None , eraser , None , None )",Jason placed 131 erasers in the drawer.,"transfer ( drawer , None , 131 , eraser , Joan placed , None )"
mawps-164,A construction company is repaving a damaged road.,,,
mawps-164,"So far, they have repaved a total of 4938 inches of the road.","container ( construction company , 4938 , road , None , inch )",A construction company is repaving a damaged road.,
mawps-164,"Today, they repaved 805 inches of the road.","container ( construction company , 805 , road , today , inch )","So far, they have repaved a total of 4938 inches of the road.","container ( construction company , 4938 , road , None , inch )"
mawps-164,How many inches of the road had they repaved before today?,"container ( construction company , None , road , before today , inch ) part ( construction company , road , None , inch , construction company , road , today , inch , construction company , road , before today , inch )","Today, they repaved 805 inches of the road.","container ( construction company , 805 , road , today , inch )"
mawps-308,Jason has 3 Pokemon cards.,"container ( jason , 3 , card , Pokemon , None )",,
mawps-308,Benny bought 2 of Jason's Pokemon cards.,"transfer ( benny , jason , 2 , card , Pokemon , None )",Jason has 3 Pokemon cards.,"container ( jason , 3 , card , Pokemon , None )"
mawps-308,How many Pokemon cards does Jason have now?,"container ( jason , None , card , Pokemon , None )",Benny bought 2 of Jason's Pokemon cards.,"transfer ( benny , jason , 2 , card , Pokemon , None )"
mawps-37,Mike had 34 peaches at his roadside fruit dish.,"container ( mike , 34 , peach , roadside fruit dish , None )",,
mawps-37,He went to the orchard and picked peaches to stock up.,"transfer ( mike , None , None , peach , orchard , None )",Mike had 34 peaches at his roadside fruit dish.,"container ( mike , 34 , peach , roadside fruit dish , None )"
mawps-37,There are now 86 peaches.,"container ( mike , 86 , peach , None , None )",He went to the orchard and picked peaches to stock up.,"transfer ( mike , None , None , peach , orchard , None )"
mawps-37,how many did he pick?,"transfer ( mike , None , None , peach , orchard , None )",There are now 86 peaches.,"container ( mike , 86 , peach , None , None )"
mawps-133,A waitress put leftover tarts into the fridge on Thursday night.,,,
mawps-133,"She noticed that the restaurant had 1/12 tart filled with cherries, 0.75 tart filled with blueberries, and 1/12 tart filled with peaches.","container ( tart , 1/12 , Cherry , None , None ) container ( tart , 0.75 , Blueberry , None , None ) container ( tart , 1/12 , Peach , None , None )",A waitress put leftover tarts into the fridge on Thursday night.,
mawps-133,How many leftover tarts did the restaurant have in all?,"container ( tart , None , leftover , None , None ) part ( tart , leftover , None , None , tart , Cherry , None , None , tart , Blueberry , None , None , tart , Peach , None , None )","She noticed that the restaurant had 1/12 tart filled with cherries, 0.75 tart filled with blueberries, and 1/12 tart filled with peaches.","container ( tart , 1/12 , Cherry , None , None ) container ( tart , 0.75 , Blueberry , None , None ) container ( tart , 1/12 , Peach , None , None )"
mawps-60,"Mike found 6 seashells and 4 starfish, but 4 of the seashells were broken.","container ( mike , 6 , seashell , None , None ) container ( mike , 4 , starfish , None , None ) container ( mike , 4 , seashell , broken , None ) part ( mike , mike , seashell , None , None , seashell , broken , None )",,
mawps-60,How many unbroken seashells did Mike find?,"container ( mike , None , seashell , unbroken , None ) part ( mike , seashell , None , None , mike , seashell , unbroken , None )","Mike found 6 seashells and 4 starfish, but 4 of the seashells were broken.","container ( mike , 6 , seashell , None , None ) container ( mike , 4 , starfish , None , None ) container ( mike , 4 , seashell , broken , None ) part ( mike , mike , seashell , None , None , seashell , broken , None )"
mawps-328,Jenny sold 24 boxes of Trefoils.,"container ( jenny , 24 , box , Trefoils , None )",,
mawps-328,"How many cases of 8 boxes, plus extra boxes does Jenny need to deliver?","rate ( jenny , 8 , box , None , None , case , None , None ) container ( jenny , None , case , Trefoils , None )",Jenny sold 24 boxes of Trefoils.,"container ( jenny , 24 , box , Trefoils , None )"
mawps-17,James has 232 balloons.,"container ( james , 232 , balloon , None , None )",,
mawps-17,Amy has 101 balloons.,"container ( amy , 101 , balloon , None , None )",James has 232 balloons.,"container ( james , 232 , balloon , None , None )"
mawps-17,How many more balloons does James have than Amy?,"difference ( james , amy , None , balloon , None , None , balloon , None , None )",Amy has 101 balloons.,"container ( amy , 101 , balloon , None , None )"
mawps-113,Jennifer has 72 cards.,"container ( jennifer , 72 , card , None , None )",,
mawps-113,61 are eaten by a hippopotamus.,"transfer ( None , jennifer , 61 , card , hippopotamus , None )",Jennifer has 72 cards.,"container ( jennifer , 72 , card , None , None )"
mawps-113,How many cards will Jennifer have?,"container ( jennifer , None , card , None , None )",61 are eaten by a hippopotamus.,"transfer ( None , jennifer , 61 , card , hippopotamus , None )"
mawps-1368,A cereal box holds 18 cups of cereal.,"container ( cereal box , 18 , Cup , None , None )",,
mawps-1368,Each serving is 2 cups.,"rate ( cereal box , 1/2 , Cup , None , None , Serving , None , None )",A cereal box holds 18 cups of cereal.,"container ( cereal box , 18 , Cup , None , None )"
mawps-1368,How many servings are in the whole box?,"container ( cereal box , None , Serving , None , None )",Each serving is 2 cups.,"rate ( cereal box , 1/2 , Cup , None , None , Serving , None , None )"
mawps-56,An oil pipe in the sea broke.,,,
mawps-56,"Before engineers started to fix the pipe, 2475 gallons of oil leaked into the water.","container ( sea , 2475 , oil , None , gallon )",An oil pipe in the sea broke.,
mawps-56,A total of 6206 gallons of oil leaked before the pipe was fixed.,"container ( sea , 6206 , oil , None , gallon )","Before engineers started to fix the pipe, 2475 gallons of oil leaked into the water.","container ( sea , 2475 , oil , None , gallon )"
mawps-56,How many gallons of oil leaked while the engineers were fixing the pipe?,"transfer ( sea , None , None , oil , None , gallon )",A total of 6206 gallons of oil leaked before the pipe was fixed.,"container ( sea , 6206 , oil , None , gallon )"
mawps-105,"A trivia team had 5 members total, but during a game 2 members didn't show up.","container ( team , 5 , member , None , None ) transfer ( None , team , 2 , member , None , None )",,
mawps-105,"If each member that did show up scored 6 points,","rate ( team , 6 , point , None , None , member , None , None )","A trivia team had 5 members total, but during a game 2 members didn't show up.","container ( team , 5 , member , None , None ) transfer ( None , team , 2 , member , None , None )"
mawps-105,how many points were scored total?,"container ( team , None , point , None , None )","If each member that did show up scored 6 points,","rate ( team , 6 , point , None , None , member , None , None )"
mawps-294,"A trivia team had 15 members total, but during a game 6 members didn't show up.","container ( trivia team , 15 , member , None , None ) transfer ( None , trivia team , 6 , member , None , None )",,
mawps-294,"If each member that did show up scored 3 points,","rate ( trivia team , 3 , point , None , None , member , None , None )","A trivia team had 15 members total, but during a game 6 members didn't show up.","container ( trivia team , 15 , member , None , None ) transfer ( None , trivia team , 6 , member , None , None )"
mawps-294,how many points were scored total?,"container ( trivia team , None , point , None , None )","If each member that did show up scored 3 points,","rate ( trivia team , 3 , point , None , None , member , None , None )"
mawps-152,Lewis saved checking on the grapevines for his last stop.,,,
mawps-152,He was told by one of the pickers that they fill 324 drums of grapes per day.,"rate ( lewis , 324 , grape , None , drum , time , None , day )",Lewis saved checking on the grapevines for his last stop.,
mawps-152,How many drums of grapes would be filled in 9 days?,"container ( lewis , 9 , time , None , day ) container ( lewis , None , grape , None , drum )",He was told by one of the pickers that they fill 324 drums of grapes per day.,"rate ( lewis , 324 , grape , None , drum , time , None , day )"
mawps-1016,2 birds were sitting on the fence.,"container ( fence , 2 , bird , None , None )",,
mawps-1016,4 more birds came to join them.,"transfer ( fence , None , 4 , bird , None , None )",2 birds were sitting on the fence.,"container ( fence , 2 , bird , None , None )"
mawps-1016,How many birds are sitting on the fence?,"container ( world , 2 , bird , fence , None ) transfer ( world , None , 4 , bird , None , None ) container ( world , None , bird , fence , None )",4 more birds came to join them.,"transfer ( fence , None , 4 , bird , None , None )"
mawps-345,A new building needed 11 windows.,"container ( building , 11 , window , None , None )",,
mawps-345,The builder had already installed 4 of them.,"transfer ( None , building , 4 , window , None , None )",A new building needed 11 windows.,"container ( building , 11 , window , None , None )"
mawps-345,"If it takes 8 hours to install each window,","container ( building , None , time , None , hour )",The builder had already installed 4 of them.,"transfer ( None , building , 4 , window , None , None )"
mawps-345,how long will it take him to install the rest?,"rate ( building , 8 , time , None , hour , window , None , None ) container ( building , None , time , None , hour )","If it takes 8 hours to install each window,","container ( building , None , time , None , hour )"
mawps-95,Harold has 53 marbles.,"container ( harold , 53 , marble , None , None )",,
mawps-95,He gets 16 more from Steve.,"transfer ( harold , steve , 16 , marble , None , None )",Harold has 53 marbles.,"container ( harold , 53 , marble , None , None )"
mawps-95,How many marbles does Harold have in all?,"container ( harold , None , marble , None , None )",He gets 16 more from Steve.,"transfer ( harold , steve , 16 , marble , None , None )"
mawps-129,Sarah had 4 pages of math homework and 6 pages of reading homework.,"container ( sarah , 4 , homework , math , page ) container ( sarah , 6 , homework , reading , page )",,
mawps-129,"If each page had 4 problems on it,","container ( sarah , None , homework , None , page ) part ( sarah , homework , None , page , sarah , homework , math , page , sarah , homework , reading , page ) container ( sarah , None , problem , None , page )",Sarah had 4 pages of math homework and 6 pages of reading homework.,"container ( sarah , 4 , homework , math , page ) container ( sarah , 6 , homework , reading , page )"
mawps-129,how many problems did she have to complete total?,"rate ( sarah , 4 , problem , None , None , homework , None , page ) container ( sarah , None , problem , None , page )","If each page had 4 problems on it,","container ( sarah , None , homework , None , page ) part ( sarah , homework , None , page , sarah , homework , math , page , sarah , homework , reading , page ) container ( sarah , None , problem , None , page )"
mawps-312,Luke was selling his old games.,,,
mawps-312,He started out with 39 but sold 19 of them.,"container ( luke , 39 , game , None , None ) transfer ( None , luke , 19 , game , sold , None )",Luke was selling his old games.,
mawps-312,He packed the rest up putting 4 games into each box.,"rate ( luke , 4 , game , None , None , box , None , None )",He started out with 39 but sold 19 of them.,"container ( luke , 39 , game , None , None ) transfer ( None , luke , 19 , game , sold , None )"
mawps-312,How many boxes did he have to use?,"container ( luke , None , box , None , None )",He packed the rest up putting 4 games into each box.,"rate ( luke , 4 , game , None , None , box , None , None )"
mawps-191,"The value of a sport utility vehicle this year is 16000 dollars, which is 0.8 of what its value was last year.","container ( sport utility vehicle , 16000 , value , this year , dollar ) explicit ( sport utility vehicle , sport utility vehicle , 0.8 , value , this year , dollar , value , last year , dollar )",,
mawps-191,Find the value of the vehicle last year.,"container ( sport utility vehicle , None , value , last year , dollar )","The value of a sport utility vehicle this year is 16000 dollars, which is 0.8 of what its value was last year.","container ( sport utility vehicle , 16000 , value , this year , dollar ) explicit ( sport utility vehicle , sport utility vehicle , 0.8 , value , this year , dollar , value , last year , dollar )"
mawps-304,Sam had 10 socks.,"container ( sam , 10 , sock , None , None )",,
mawps-304,"If he threw away 3 old ones that didn't fit and bought 36 new ones,","transfer ( None , sam , 3 , shirt , old , None ) transfer ( sam , None , 36 , shirt , new , None )",Sam had 10 socks.,"container ( sam , 10 , sock , None , None )"
mawps-304,how many socks would he have?,"container ( sam , None , sock , None , None )","If he threw away 3 old ones that didn't fit and bought 36 new ones,","transfer ( None , sam , 3 , shirt , old , None ) transfer ( sam , None , 36 , shirt , new , None )"
mawps-241,"On a hot day, Sam poured 1 bucket of water into a plastic wading pool.","container ( sam , 1 , water , plastic wading pool , bucket )",,
mawps-241,A few minutes later he added another 8.8 buckets.,"transfer ( sam , None , 8.8 , water , None , bucket )","On a hot day, Sam poured 1 bucket of water into a plastic wading pool.","container ( sam , 1 , water , plastic wading pool , bucket )"
mawps-241,How much water did Sam pour into the pool?,"container ( sam , None , water , None , bucket )",A few minutes later he added another 8.8 buckets.,"transfer ( sam , None , 8.8 , water , None , bucket )"
mawps-168,Fred has 5 baseball cards.,"container ( fred , 5 , card , baseball , None )",,
mawps-168,Melanie bought 3 of Fred's baseball cards.,"transfer ( melanie , fred , 3 , card , baseball , None )",Fred has 5 baseball cards.,"container ( fred , 5 , card , baseball , None )"
mawps-168,How many baseball cards does Fred have now?,"container ( fred , None , card , baseball , None )",Melanie bought 3 of Fred's baseball cards.,"transfer ( melanie , fred , 3 , card , baseball , None )"
mawps-187,Sandy went to the mall to buy clothes.,,,
mawps-187,"She spent $13.99 on shorts, $12.14 on a shirt, and $7.43 on a jacket.","container ( sandy , 13.99 , money , shorts , $ ) container ( sandy , 12.14 , money , shirt , $ ) container ( sandy , 7.43 , money , jacket , $ )",Sandy went to the mall to buy clothes.,
mawps-187,How much money did Sandy spend on clothes?,"container ( sandy , None , money , clothes , $ ) part ( sandy , money , clothes , $ , sandy , money , shorts , $ , sandy , money , shirt , $ , sandy , money , jacket , $ )","She spent $13.99 on shorts, $12.14 on a shirt, and $7.43 on a jacket.","container ( sandy , 13.99 , money , shorts , $ ) container ( sandy , 12.14 , money , shirt , $ ) container ( sandy , 7.43 , money , jacket , $ )"
mawps-353,"Dave was helping the cafeteria workers pick up lunch trays, but he could only carry 9 trays at a time.","rate ( dave , 9 , tray , None , None , occasion , None , None )",,
mawps-353,"If he had to pick up 17 trays from one table and 55 trays from another,","container ( dave , 17 , tray , None , None ) container ( dave , 55 , tray , None , None ) part ( dave , tray , lunch , None , dave , tray , None , None , dave , tray , None , None )","Dave was helping the cafeteria workers pick up lunch trays, but he could only carry 9 trays at a time.","rate ( dave , 9 , tray , None , None , occasion , None , None )"
mawps-353,how many trips will he make?,"container ( dave , None , occasion , None , None )","If he had to pick up 17 trays from one table and 55 trays from another,","container ( dave , 17 , tray , None , None ) container ( dave , 55 , tray , None , None ) part ( dave , tray , lunch , None , dave , tray , None , None , dave , tray , None , None )"
mawps-83,A store had 86 coloring books in stock.,"container ( store , 86 , book , coloring , None )",,
mawps-83,They ended up putting them on sale and getting rid of 37 of them.,"transfer ( None , store , 37 , book , coloring , None )",A store had 86 coloring books in stock.,"container ( store , 86 , book , coloring , None )"
mawps-83,The put the ones they still had onto shelves with 7 on each shelf.,"rate ( store , 7 , book , coloring , None , shelf , None , None )",They ended up putting them on sale and getting rid of 37 of them.,"transfer ( None , store , 37 , book , coloring , None )"
mawps-83,How many shelves did they use?,"container ( store , None , shelf , None , None )",The put the ones they still had onto shelves with 7 on each shelf.,"rate ( store , 7 , book , coloring , None , shelf , None , None )"
mawps-352,"At the beach, Miki and her sister both built sandcastles and then measured their heights.",,,
mawps-352,Miki's sandcastle was 5/6 foot tall.,"container ( miki , 5/6 , height , sandcastle , foot )","At the beach, Miki and her sister both built sandcastles and then measured their heights.",
mawps-352,Her sister's was 0.5 foot tall.,"container ( miki's sister , 0.5 , height , sandcastle , foot )",Miki's sandcastle was 5/6 foot tall.,"container ( miki , 5/6 , height , sandcastle , foot )"
mawps-352,How much taller was Miki's sandcastle than her sister's?,"difference ( miki , miki's sister , None , height , sandcastle , foot , height , sandcastle , foot )",Her sister's was 0.5 foot tall.,"container ( miki's sister , 0.5 , height , sandcastle , foot )"
mawps-169,"Dan spent $11.76 on a snake toy, and a cage cost him $14.54.","container ( dan , 11.76 , money , snake toy , $ ) container ( dan , 14.54 , money , cage , $ )",,
mawps-169,Dan also found a dollar bill on the ground.,,"Dan spent $11.76 on a snake toy, and a cage cost him $14.54.","container ( dan , 11.76 , money , snake toy , $ ) container ( dan , 14.54 , money , cage , $ )"
mawps-169,What was the total cost of Dan's purchases?,"container ( dan , None , money , None , $ ) part ( dan , money , None , $ , dan , money , snake toy , $ , dan , money , cage , $ )",Dan also found a dollar bill on the ground.,
mawps-240,Mark's father gave him $85.,"transfer ( mark , mark's father , 85 , money , None , $ )",,
mawps-240,"Mark bought 10 books, each of which cost $5.","container ( mark , 0 , money , None , $ ) container ( mark , 10 , book , None , None ) container ( mark , None , money , None , $ ) rate ( mark , 5 , money , None , $ , book , None , None ) container ( mark , None , money , None , $ ) part ( mark , money , None , $ , mark , money , None , $ , mark , money , None , $ )",Mark's father gave him $85.,"transfer ( mark , mark's father , 85 , money , None , $ )"
mawps-240,How much money does Mark have left?,"container ( mark , None , money , None , $ )","Mark bought 10 books, each of which cost $5.","container ( mark , 0 , money , None , $ ) container ( mark , 10 , book , None , None ) container ( mark , None , money , None , $ ) rate ( mark , 5 , money , None , $ , book , None , None ) container ( mark , None , money , None , $ ) part ( mark , money , None , $ , mark , money , None , $ , mark , money , None , $ )"
mawps-190,Betty bought 88 pink flower stones and wanted to make 8 bracelets out of these stones.,"container ( betty , 88 , flower stone , pink , None ) container ( betty , 8 , bracelet , None , None )",,
mawps-190,How many pink flower stones will each bracelet have if she used the same number of stones in each bracelet?,"rate ( betty , None , flower stone , pink , None , bracelet , None , None )",Betty bought 88 pink flower stones and wanted to make 8 bracelets out of these stones.,"container ( betty , 88 , flower stone , pink , None ) container ( betty , 8 , bracelet , None , None )"
mawps-313,Tom had 57 dollars.,"container ( tom , 57 , money , None , dollar )",,
mawps-313,"If he spent 49 bucks on a new game,","transfer ( None , tom , 49 , money , None , dollar )",Tom had 57 dollars.,"container ( tom , 57 , money , None , dollar )"
mawps-313,how many 4 dollar toys could he buy with the money he had left?,"rate ( tom , 4 , money , None , dollar , toy , None , None ) container ( tom , None , toy , None , None )","If he spent 49 bucks on a new game,","transfer ( None , tom , 49 , money , None , dollar )"
mawps-256,Ned had 15 video games.,"container ( ned , 15 , video game , None , None )",,
mawps-256,6 of them weren't working.,"transfer ( None , ned , 6 , video game , None , None )",Ned had 15 video games.,"container ( ned , 15 , video game , None , None )"
mawps-256,"If he wanted to sell the working games for $7 each,","rate ( ned , 7 , money , None , $ , video game , None , None )",6 of them weren't working.,"transfer ( None , ned , 6 , video game , None , None )"
mawps-256,how much money could he earn?,"container ( ned , None , money , None , $ )","If he wanted to sell the working games for $7 each,","rate ( ned , 7 , money , None , $ , video game , None , None )"
mawps-128,Iesha has 344 books.,"container ( lesha , 344 , book , None , None )",,
mawps-128,136 are about school.,"container ( lesha , 136 , book , school , None )",Iesha has 344 books.,"container ( lesha , 344 , book , None , None )"
mawps-128,The rest are about sports.,"container ( lesha , None , book , sports , None ) part ( lesha , book , None , None , lesha , book , school , None , lesha , book , sports , None )",136 are about school.,"container ( lesha , 136 , book , school , None )"
mawps-128,How many books about sports does Iesha have?,"container ( lesha , None , book , sports , None )",The rest are about sports.,"container ( lesha , None , book , sports , None ) part ( lesha , book , None , None , lesha , book , school , None , lesha , book , sports , None )"
mawps-201,"Joan bought toy cars for $14.88, a skateboard for $4.88, and got toy trucks for $5.86.","container ( joan , 14.88 , money , toy car , $ ) container ( joan , 4.88 , money , skateboard , $ ) container ( joan , 5.86 , money , toy truck , $ )",,
mawps-201,She spent $14.55 on pants.,"container ( joan , None , money , None , $ ) part ( joan , money , None , $ , joan , money , toy car , $ , joan , money , skateboard , $ , joan , money , toy truck , $ , joan , money , pants , $ ) container ( joan , 14.55 , money , pants , $ )","Joan bought toy cars for $14.88, a skateboard for $4.88, and got toy trucks for $5.86.","container ( joan , 14.88 , money , toy car , $ ) container ( joan , 4.88 , money , skateboard , $ ) container ( joan , 5.86 , money , toy truck , $ )"
mawps-201,"In total,",,She spent $14.55 on pants.,"container ( joan , None , money , None , $ ) part ( joan , money , None , $ , joan , money , toy car , $ , joan , money , skateboard , $ , joan , money , toy truck , $ , joan , money , pants , $ ) container ( joan , 14.55 , money , pants , $ )"
mawps-201,how much did Joan spend on toys?,"container ( joan , None , money , toys , $ ) part ( joan , money , toys , $ , joan , money , toy car , $ , joan , money , toy truck , $ )","In total,",
mawps-1152,Mrs. Snyder made 86 heart cookies.,"container ( mrs. snyder , 86 , cookie , heart , None )",,
mawps-1152,She made 36 red cookies.,"container ( mrs. snyder , 36 , cookie , red , None )",Mrs. Snyder made 86 heart cookies.,"container ( mrs. snyder , 86 , cookie , heart , None )"
mawps-1152,The rest are pink.,"container ( mrs. snyder , None , cookie , pink , None ) part ( mrs. snyder , cookie , heart , None , mrs. snyder , cookie , pink , None , mrs. snyder , cookie , red , None )",She made 36 red cookies.,"container ( mrs. snyder , 36 , cookie , red , None )"
mawps-1152,How many pink cookies did she make?,"container ( mrs. snyder , None , cookie , pink , None )",The rest are pink.,"container ( mrs. snyder , None , cookie , pink , None ) part ( mrs. snyder , cookie , heart , None , mrs. snyder , cookie , pink , None , mrs. snyder , cookie , red , None )"
mawps-295,There are 40 boys and some girls on the playground.,"container ( playground , 40 , boy , None , None ) container ( playground , None , girl , None , None )",,
mawps-295,There are 117 children altogether.,"container ( playground , 117 , children , None , None ) part ( playground , children , None , None , playground , boy , None , None , playground , girl , None , None )",There are 40 boys and some girls on the playground.,"container ( playground , 40 , boy , None , None ) container ( playground , None , girl , None , None )"
mawps-295,How many girls are on the playground?,"container ( playground , None , girl , None , None )",There are 117 children altogether.,"container ( playground , 117 , children , None , None ) part ( playground , children , None , None , playground , boy , None , None , playground , girl , None , None )"
mawps-1806,Craig walked 0.2 mile from school to David's house and 0.7 mile from David's house to his own house.,"container ( craig , 0.2 , distance , school to David's house , mile ) container ( craig , 0.7 , distance , David's house to his own house , mile )",,
mawps-1806,How many miles did Craig walk in all?,"container ( craig , None , distance , None , mile ) part ( craig , distance , None , mile , craig , distance , school to David's house , mile , craig , distance , David's house to his own house , mile )",Craig walked 0.2 mile from school to David's house and 0.7 mile from David's house to his own house.,"container ( craig , 0.2 , distance , school to David's house , mile ) container ( craig , 0.7 , distance , David's house to his own house , mile )"
mawps-104,There are 9 bottle caps in each box.,"container ( box , 9 , bottle cap , None , None )",,
mawps-104,How many bottle caps are in 6 boxes?,"container ( world , 6 , box , None , None ) rate ( world , 9 , bottle cap , None , None , box , None , None ) container ( world , None , bottle cap , None , None )",There are 9 bottle caps in each box.,"container ( box , 9 , bottle cap , None , None )"
mawps-57,"If Benjamin skated 80 kilometers at 10 kilometers per hour,","container ( benjamin , 80 , distance , None , kilometer ) rate ( benjamin , 10 , distance , None , kilometer , time , None , hour )",,
mawps-57,how long was Benjamin skating?,"container ( benjamin , None , time , None , day )","If Benjamin skated 80 kilometers at 10 kilometers per hour,","container ( benjamin , 80 , distance , None , kilometer ) rate ( benjamin , 10 , distance , None , kilometer , time , None , hour )"
mawps-41,Todd has some gum.,"container ( todd , None , gum , None , piece )",,
mawps-41,Steve gave him 16 more pieces of gum.,"transfer ( todd , steve , 16 , gum , None , piece )",Todd has some gum.,"container ( todd , None , gum , None , piece )"
mawps-41,Now Todd has 54 pieces of gum.,"container ( todd , 54 , gum , None , piece )",Steve gave him 16 more pieces of gum.,"transfer ( todd , steve , 16 , gum , None , piece )"
mawps-41,How many pieces did Todd have to start with?,"container ( todd , None , gum , None , piece )",Now Todd has 54 pieces of gum.,"container ( todd , 54 , gum , None , piece )"
mawps-145,At the town carnival Billy rode the ferris wheel 7 times and the bumper cars 3 times.,"container ( billy , 7 , occasion , ferris wheel , None ) container ( billy , 3 , occasion , bumper car , None )",,
mawps-145,"If each ride cost 5 tickets,","container ( billy , None , occasion , None , None ) part ( billy , occasion , None , None , billy , occasion , ferris wheel , None , billy , occasion , bumper car , None ) container ( billy , None , ticket , None , None ) rate ( billy , 5 , ticket , None , None , occasion , None , None )",At the town carnival Billy rode the ferris wheel 7 times and the bumper cars 3 times.,"container ( billy , 7 , occasion , ferris wheel , None ) container ( billy , 3 , occasion , bumper car , None )"
mawps-145,how many tickets did he use?,"container ( billy , None , ticket , None , None )","If each ride cost 5 tickets,","container ( billy , None , occasion , None , None ) part ( billy , occasion , None , None , billy , occasion , ferris wheel , None , billy , occasion , bumper car , None ) container ( billy , None , ticket , None , None ) rate ( billy , 5 , ticket , None , None , occasion , None , None )"
mawps-329,For the school bake sale Maria made 19 cupcakes.,"container ( maria , 19 , cupcake , None , None )",,
mawps-329,"If she sold 5 of them and then made 10 more,","transfer ( None , maria , 5 , cupcake , None , None ) transfer ( maria , None , 10 , cupcake , None , None )",For the school bake sale Maria made 19 cupcakes.,"container ( maria , 19 , cupcake , None , None )"
mawps-329,how many cupcakes would she have?,"container ( maria , None , cupcake , None , None )","If she sold 5 of them and then made 10 more,","transfer ( None , maria , 5 , cupcake , None , None ) transfer ( maria , None , 10 , cupcake , None , None )"
mawps-283,The selling price of a pair of pants is 34 dollars.,"container ( pants , 34 , price , selling , dollar )",,
mawps-283,"If the store paid 8 dollars less for the pants,","difference ( pants , pants , 8 , price , selling , dollar , price , store , dollar )",The selling price of a pair of pants is 34 dollars.,"container ( pants , 34 , price , selling , dollar )"
mawps-283,"find the price that the store paid, in dollars.","container ( pants , None , price , store , dollar )","If the store paid 8 dollars less for the pants,","difference ( pants , pants , 8 , price , selling , dollar , price , store , dollar )"
mawps-16,Frank made 19 dollars mowing lawns over the summer.,"container ( frank , 19 , money , summer , dollar )",,
mawps-16,"If he spent 11 dollars buying new mower blades,","transfer ( None , frank , 11 , money , new mower blades , dollar )",Frank made 19 dollars mowing lawns over the summer.,"container ( frank , 19 , money , summer , dollar )"
mawps-16,how many 2 dollar games could he buy with the money he had left?,"rate ( frank , 2 , money , None , dollar , game , None , None ) container ( frank , None , game , None , None )","If he spent 11 dollars buying new mower blades,","transfer ( None , frank , 11 , money , new mower blades , dollar )"
mawps-61,There are 64 students trying out for the school's trivia teams.,"container ( school , 64 , student , None , None )",,
mawps-61,"If 36 of them didn't get picked for the team and the rest were put into 4 groups,","transfer ( None , school , 36 , student , None , None ) container ( school , 4 , group , None , None ) rate ( school , None , student , None , None , group , None , None )",There are 64 students trying out for the school's trivia teams.,"container ( school , 64 , student , None , None )"
mawps-61,how many students would be in each group?,"rate ( school , None , student , None , None , group , None , None )","If 36 of them didn't get picked for the team and the rest were put into 4 groups,","transfer ( None , school , 36 , student , None , None ) container ( school , 4 , group , None , None ) rate ( school , None , student , None , None , group , None , None )"
mawps-132,Helen starts with 9 oranges.,"container ( helen , 9 , orange , None , None )",,
mawps-132,She gets 29 more from Ann.,"transfer ( helen , ann , 29 , orange , None , None )",Helen starts with 9 oranges.,"container ( helen , 9 , orange , None , None )"
mawps-132,How many oranges does Helen end with?,"container ( helen , None , orange , None , None )",She gets 29 more from Ann.,"transfer ( helen , ann , 29 , orange , None , None )"
mawps-309,Connie has 41 red markers and 64 blue markers.,"container ( conie , 41 , marker , red , None ) container ( conie , 64 , marker , blue , None )",,
mawps-309,How many markers does she have altogether?,"container ( conie , None , marker , None , None ) part ( conie , marker , None , None , conie , marker , red , None , conie , marker , blue , None )",Connie has 41 red markers and 64 blue markers.,"container ( conie , 41 , marker , red , None ) container ( conie , 64 , marker , blue , None )"
mawps-36,Haley and her friends were recycling paper for their class.,,,
mawps-36,For every 3 pounds they recycled they earned one point.,"container ( haley , None , paper , None , pound ) container ( haley , None , point , None , None )",Haley and her friends were recycling paper for their class.,
mawps-36,"If Haley recycled 11 pounds and her friends recycled 16 pounds,","container ( haley , 11 , paper , None , pound ) container ( haley's friends , 16 , paper , None , pound ) container ( haley's friends , None , point , None , None ) rate ( haley , 1/3 , point , None , None , paper , None , pound ) rate ( haley's friends , 1/3 , point , None , None , paper , None , pound ) container ( haley and friends , None , point , None , None ) part ( haley and friends , point , None , None , haley , point , None , None , haley's friends , point , None , None )",For every 3 pounds they recycled they earned one point.,"container ( haley , None , paper , None , pound ) container ( haley , None , point , None , None )"
mawps-36,how many points did they earn?,"container ( haley and friends , None , point , None , None )","If Haley recycled 11 pounds and her friends recycled 16 pounds,","container ( haley , 11 , paper , None , pound ) container ( haley's friends , 16 , paper , None , pound ) container ( haley's friends , None , point , None , None ) rate ( haley , 1/3 , point , None , None , paper , None , pound ) rate ( haley's friends , 1/3 , point , None , None , paper , None , pound ) container ( haley and friends , None , point , None , None ) part ( haley and friends , point , None , None , haley , point , None , None , haley's friends , point , None , None )"
